gene_id	gene_name	CBA_001	CBA_002	CBA_003	CBA_004	CBA_005	CBA_006	CBA_007	CBA_008	CBA_009	CBA_010
NFKB1	NFKB1	121	74	101	96	116	98	153	84	46	105
NFKB2	NFKB2	3	27	15	16	8	17	15	6	0	6
NFKBIA	NFKBIA	822	618	716	380	482	613	751	483	46	80
NFKBIB	NFKBIB	37.999	55	59	38	64	46	51	32	10	5
NFKBID	NFKBID	8	7	7	14	7	6	9	5	0	1
NFKBIE	NFKBIE	26	24	36	35	14	21	22	24	3	15
NFKBIL1	NFKBIL1	22	16	15	15	9	17	13	6	0	7
NFKBIZ	NFKBIZ	278	227	266	242	204	197	284	350	62	107
NFRKB	NFRKB	92	92	88	84.001	60	80	120	64	9	34
NFS1	NFS1	153	142	232	217	152	202	179	131	51	83
NFU1	NFU1	1537	1326	1740	1949	2324	1307	1954.999	1605	553.001	439.999
NFX1	NFX1	234	164	259	186.999	168	157.999	270	164.001	48	84
NFXL1	NFXL1	87	89	81	74	104	68	95	64	43	36
NFYA	NFYA	155	114	117	161	183	150	171	105	78	76
NFYB	NFYB	1400.999	1261	1114	1108.999	1453	1003	1579.999	1050	711	740
NFYC	NFYC	453	360	528	532	365	394	420	327	39	85
NFYC-AS1	NFYC-AS1	10	20	2	2	5	2	16	10	1	5
NGB	NGB	0	0	0	0	0	0	0	0	0	0
NGDN	NGDN	861	750	808	792	958	683	1027	840	210	89
NGEF	NGEF	6	10	11	25	9	9	23	1	0	0
NGF	NGF	124	182	134	84	158.001	151	152	42	12	35
NGFR	NGFR	4	6	1	4	0	0	0	0	0	0
NGFRAP1	NGFRAP1	5677	4891.999	5905	6551.996	6487.999	4280	5774	5714	2268	1362
NGLY1	NGLY1	853.001	743	962	998.999	1035.999	800.001	1188	761.001	174	139
NGRN	NGRN	536	483	651	736	472	705	596	461	74	95
NHEG1	NHEG1	0	0	0	0	0	0	0	0	0	0
NHEJ1	NHEJ1	127	99	124	118	126	103	146	73	16	17
NHLH1	NHLH1	0	2	0	0	2	0	0	1	0	0
NHLH2	NHLH2	0	0	0	0	0	0	1	0	0	2
NHLRC1	NHLRC1	0	0	1	0	0	0	0	0	0	0
NHLRC2	NHLRC2	133	118	135	118	120	124	166	145	50	46
NHLRC3	NHLRC3	330.001	240	325.999	360.001	245.001	219	343	347.001	79	76
NHLRC4	NHLRC4	0	2	0	0	0	0	0	0	0	0
NHP2	NHP2	2607	2500	3065	3248	4517	3013	4201	2101	391	479
NHP2L1	NHP2L1	3991	3258	3381	3197	4841	3325	4365	3172	1115	1108
NHS	NHS	21	10	13	22	27	11	33	31	12	26
NHS-AS1	NHS-AS1	0	0	2	0	3	0	1	0	0	0
NHSL1	NHSL1	88	68	83	114	89	48	119	94	8	12
NHSL2	NHSL2	0	1	0	0	0	0	0	2	0	0
NICN1	NICN1	37	17	33	31	22	22	36	26	4	6
NID1	NID1	167	135	216	256	263	156	216	329	152	305
NID2	NID2	18	10	26	22	18	7	32	26	41	62
NIF3L1	NIF3L1	426	301	390	460.999	475	315	408.001	342.999	116	108
NIFK	NIFK	1590	1492	1581	1499	2307	1615	2307	1127	315	306
NIFK-AS1	NIFK-AS1	73	71	80	100.999	73	63	67	90	12	29
NIM1K	NIM1K	6	5	4	3	3	2	1	8	0	1
NIN	NIN	245.001	183	274.999	356	318.001	204	424	262	186.999	107
NINJ1	NINJ1	337	267	346	473	347	260	423	477	45	100
NINJ2	NINJ2	0	0	0	0	0	0	0	2	2	0
NINL	NINL	16	25	56	43	35	28	35	31	10	13
NIP7	NIP7	1005	915	1115	1022	1276	952	1297	704	148	95
NIPA1	NIPA1	168	116	162	128	122	123	156	56	50	91
NIPA2	NIPA2	1295	966	1341	1380.998	1165	1184.001	1367	708	349.999	280
NIPAL1	NIPAL1	6	0	0	3	4	0	9	0	0	0
NIPAL2	NIPAL2	43	23	52	38	62	40	50	45	23	18
NIPAL3	NIPAL3	97.001	75	115	104	88	126	140	82	19	23
NIPAL4	NIPAL4	2	0	0	0	0	0	1	0	0	0
NIPBL	NIPBL	288	269	353	409	312.001	267	409.999	291	153	175
NIPSNAP1	NIPSNAP1	122	76	199	212	103	206	150	77	26	64
NIPSNAP3A	NIPSNAP3A	1724.988	1250.99	1828.997	1907.976	2175.992	1331.997	2019.998	1803.977	425	545
NIPSNAP3B	NIPSNAP3B	7.012	13.01	8.003	18.024	14.008	4.003	2.002	19.024	6	10.607
NISCH	NISCH	48	51	48	63	37	26	38	42	11	46
NIT1	NIT1	120	98	157.001	185	101	100	135	126	20	30
NIT2	NIT2	1267	975	1288	1396	1816	1067	1757	1130	421	283
NKAIN1	NKAIN1	0	0	3	0	0	0	2	0	0	0
NKAIN2	NKAIN2	0	1	0	1	0	0	0	0	0	0
NKAIN3	NKAIN3	0	0	0	0	0	0	0	0	0	0
NKAIN4	NKAIN4	1	0	0	0	0	0	0	0	0	0
NKAP	NKAP	309	327	362	413	339	318	402	247	100	102
NKAPL	NKAPL	2	0	0	0	0	0	1	0	0	0
NKAPP1	NKAPP1	23	15	8	12	10	9	13	14	1	6
NKD1	NKD1	0	0	0	0	1	0	0	0	0	0
NKD2	NKD2	0	0	0	0	0	0	0	0	0	0
NKG7	NKG7	0	0	0	0	0	0	0	0	0	0
NKIRAS1	NKIRAS1	299.999	351	319	323	361.999	316	353.001	262	66	60
NKIRAS2	NKIRAS2	198	179	257.001	245	126	213.999	205	110	24	53
NKPD1	NKPD1	1	0	0	0	0	0	0	1	0	0
NKRF	NKRF	87	121	111	127	123	75	118	101	58	55
NKTR	NKTR	538.001	404	663.999	625	494	593.001	738.999	521	152	230
NKX1-2	NKX1-2	0	0	0	0	0	0	0	0	0	0
NKX2-1	NKX2-1	0	0	1	0	1	0	0	0	0	0
NKX2-1-AS1	NKX2-1-AS1	0	0	0	0	0	0	0	0	0	0
NKX2-2	NKX2-2	0	0	0	0	0	0	0	0	0	0
NKX2-3	NKX2-3	0	0	0	0	0	0	0	0	0	0
NKX2-4	NKX2-4	0	0	0	0	0	0	0	0	0	0
NKX2-5	NKX2-5	15	14	22	17	16	15	20	12	1	6
NKX2-6	NKX2-6	0	0	0	0	0	0	0	0	0	0
NKX2-8	NKX2-8	0	0	0	1	3	0	0	1	0	0
NKX3-1	NKX3-1	115	117	95	64	88	88	98	42	20	56
NKX3-2	NKX3-2	0	0	0	0	0	0	0	0	0	0
NKX6-1	NKX6-1	0	0	0	0	0	0	0	0	0	0
NKX6-2	NKX6-2	0	0	0	0	0	0	0	0	0	0
NKX6-3	NKX6-3	0	0	0	0	0	0	0	0	0	0
NLE1	NLE1	17	23	19	29	19	38	24	19	11	6
NLGN1	NLGN1	3	1	1	0	2	4	9	4	2	3
NLGN2	NLGN2	24	16.999	22	30	24	30	24	20	12	31
NLGN3	NLGN3	2	0	1	2	0	0	2	1	0	0
NLGN4X	NLGN4X	12	9	24	16	15	2	43	18	6	0
NLGN4Y	NLGN4Y	0	0	0	0	0	0	0	0	0	0
NLGN4Y-AS1	NLGN4Y-AS1	0	0	0	0	0	0	0	0	0	0
NLK	NLK	101	72	99	87	103	61	105	76	54	58
NLN	NLN	335.999	291	459	430	401	401	607	238	81	115
NLRC3	NLRC3	11	2	4	3	4	8	5	7	0	2
NLRC4	NLRC4	0	1	3	1	0	0	0	2	1	0
NLRC5	NLRC5	44	43.001	38	15.999	19	23	38	14	2	7
NLRP1	NLRP1	2	3	0	3	3	1	8	1	0	1
NLRP10	NLRP10	1	0	0	0	0	0	0	6	0	0
NLRP11	NLRP11	0	0	0	1	0	0	0	0	0	0
NLRP12	NLRP12	0	0	0	0	0	0	0	0	0	0
NLRP13	NLRP13	2	0	0	0	0	0	0	0	0	0
NLRP14	NLRP14	0	0	0	0	0	0	0	0	0	0
NLRP2	NLRP2	0	0	0	0	0	0	0	2	0	0
NLRP3	NLRP3	0	0	1	0	0	0	0	0	0	1
NLRP4	NLRP4	0	1	0	0	0	0	0	0	0	0
NLRP5	NLRP5	1	0	0	0	0	0	0	1	0	0
NLRP6	NLRP6	0	0	0	0	0	0	0	0	0	0
NLRP7	NLRP7	0	0	0	0	0	0	0	0	0	0
NLRP8	NLRP8	0	0	0	0	0	0	0	0	0	0
NLRP9	NLRP9	3	2	1	2	0	1	2	0	0	0
NLRX1	NLRX1	3	2	4	5	6	7	10	5	0	6
NMB	NMB	193	177	190	138	177	140	169	160	35	40
NMBR	NMBR	1	0	0	0	0	4	0	5	0	0
NMD3	NMD3	1411	1176	1188	1018.001	1400	1110.999	1725	906	297	297
NME1	NME1	3370.921	3015.705	3649.229	3428.786	5017.112	3598.888	4892.117	2618.279	821	806.229
NME1-NME2	NME1-NME2	20.388	81.565	50.89	55.914	59.797	59.588	53.248	25.739	0	5.388
NME2	NME2	4272.69	4505.729	5252.881	5041.299	6803.09	5207.523	6641.635	2951.983	1074	1944.383
NME3	NME3	146	151	225	305	216	184	230	225	21	80
NME4	NME4	707	637	837.001	973	912.001	768	1046.999	587	59	261
NME5	NME5	25	7	11	24	19.999	13	28	27	11.999	25
NME6	NME6	309	334	375.001	330.999	323	318	368	237	40	30
NME7	NME7	2160	1861	1936.001	1983	3506	1681	2863	1940	719	374
NME8	NME8	0	1	0	0	0	0	0	0	0	0
NME9	NME9	5	2	0	1	1	1	1	0	0	0
NMI	NMI	2827	2042	2001	1056	1124	1541	1685	1421	83	90
NMNAT1	NMNAT1	108.001	121.001	162	230.999	198	147.001	199	159	26	20
NMNAT2	NMNAT2	34	19	14	18	40	25	40	16	8	6
NMNAT3	NMNAT3	0	1.005	0	0	0	0	0	0	0	0
NMRAL1	NMRAL1	192	164	361	435	272.001	342.999	339	256.001	15	12
NMRK1	NMRK1	54	28	54	52.999	45	37	52	67.001	7	30
NMRK2	NMRK2	0	0	0	0	0	0	0	0	0	0
NMS	NMS	0	0	0	0	0	0	0	0	0	0
NMT1	NMT1	445	319	450	463	376	376	437	293	95	99
NMT2	NMT2	276	274	409	420	413	417	660	193.999	155.001	106
NMU	NMU	231	163	277	371	317	232	350	160	97	107
NMUR1	NMUR1	0	0	0	0	0	0	0	2	0	0
NMUR2	NMUR2	0	1	0	1	0	1	1	1	0	0
NNAT	NNAT	0	0	0	0	0	0	0	0	0	0
NNMT	NNMT	461	257	622	831	793	518	572	793	121	278
NNT	NNT	304	176.001	324	330	281	221	341	281.999	188	235
NNT-AS1	NNT-AS1	141	102	180	166	104	93	124	104	47	61
NOA1	NOA1	49	48	46	52	47	46	46	41	13	29
NOB1	NOB1	174	164	199	195	178	183	202	114	16	23
NOBOX	NOBOX	0	0	0	0	0	0	0	0	0	0
NOC2L	NOC2L	122	106	119	120	122	175	126	48	52	97.984
NOC3L	NOC3L	1189	1026	1132	865	1225	1061	1522	787	155	118
NOC4L	NOC4L	48	34	72	64	31	81	60	31	4	2
NOD1	NOD1	31	46	23	21	17	17	35	9	7	17
NOD2	NOD2	0	0	0	0	0	1	0	1	0	0
NODAL	NODAL	1	0	0	0	0	0	0	0	0	0
NOG	NOG	1	0	3	13	4	2	2	8	0	6
NOL10	NOL10	527	435	611	666	683.001	538	800	358	149	117
NOL11	NOL11	1943	1362	1826	1936	2247	1556	2547	1557	284	189
NOL12	NOL12	410	412	521	531	509	398	466	357	41	49
NOL3	NOL3	70.001	59	118.001	134	128	64.001	88	90	13	25
NOL4	NOL4	1	1	0	0	0	0	0	0	0	0
NOL6	NOL6	56	59	78	62	48	54	83	43	31	43
NOL7	NOL7	2941	2729	3297	3301	4434	2960	3855	2405	503	517
NOL8	NOL8	794.999	745	870	658.999	748.001	651	1001	681	170	172
NOL9	NOL9	79	61	94	93	89	86	110	65	23	51
NOLC1	NOLC1	623.001	428	744.999	634	741	670	949	420.001	222	238
NOM1	NOM1	57	81	89	75	47	72	84	40	24	42
NOMO1	NOMO1	260.027	198.822	355.167	299.426	216.827	274.835	291.044	187.502	37.201	53.981
NOMO2	NOMO2	76.262	52.604	99.288	87.289	19.477	95.632	88.614	40.12	1.343	0
NOMO3	NOMO3	61.951	2.99	39.177	33.195	20.107	36.932	60.187	25.693	2.376	0
NONO	NONO	2004.001	1533	2303	2543	1717	2096	2698.999	1623.999	494	947
NOP10	NOP10	4362	3744	3653	3543	5656	3209	4673	3512	2191	2209
NOP14	NOP14	63	59	79	69	37	70	108	26	6	9
NOP14-AS1	NOP14-AS1	23	6	15	18	7	16	15	5	4	7
NOP16	NOP16	955	896	1017	891.999	1632.001	1032.001	1489	702	152	120
NOP2	NOP2	100	102	112	102	75	146	171	66	20	31
NOP56	NOP56	2047	1867	2047	1911	1902	1966	2261	1253	443	565
NOP58	NOP58	2305	2188.976	2242	2162	2799	2109	3041	1847	408	427
NOP9	NOP9	14	8	18	16	15	9	23	13	6	10
NOS1	NOS1	0	0	1	0	0	1	0	0	0	2
NOS1AP	NOS1AP	7	5	3	3	1	3	3	3	0	0
NOS2	NOS2	0	0	0	1	0	0	0	1	0	0
NOS3	NOS3	0	0	1	0	0	0	0	0	0	0
NOSIP	NOSIP	433	464	534	690	486	509	570	397	47	63
NOSTRIN	NOSTRIN	5	4	5	5	3	3	8	3	2	0
NOTCH1	NOTCH1	40	33	38	21	26	21	34	19	7	21
NOTCH2	NOTCH2	599.62	484.887	594.962	572.516	725.843	471.607	722.402	546.024	227.354	334.903
NOTCH2NL	NOTCH2NL	83.428	105.889	106.52	106.019	94.821	82.316	120.586	75.132	16.574	19.314
NOTCH3	NOTCH3	20	19	50	55	28	28	34	78	6	9
NOTCH4	NOTCH4	12	13	15	19	7	11	5	19	0	1
NOTO	NOTO	1	0	0	0	0	0	0	0	0	0
NOTUM	NOTUM	0	0	0	0	0	0	0	0	0	0
NOV	NOV	97	115	82	94	78	94	73	73	10	25
NOVA1	NOVA1	327	301	386	406	502.999	303.999	336	334.999	21	24.854
NOVA2	NOVA2	0	1	2	0	0	0	0	3	2	0
NOX1	NOX1	5	0	3	3	1	2	2	2	1	3
NOX3	NOX3	0	0	0	0	0	0	0	0	0	0
NOX4	NOX4	0	0	1	0	0	3	0	0	1	0
NOX5	NOX5	0	0	0	0	0	0	0	0	0	0
NOXA1	NOXA1	0	0	0	0	2	2	2	2	0	2
NOXO1	NOXO1	0	0	0	0	0	0	0	0	0	0
NOXRED1	NOXRED1	4	1	2	1	2	0	0	3	0	0
NPAP1	NPAP1	1	0	0	0	0	0	2	0	0	0
NPAS1	NPAS1	4	0	0	2	0	0	1	1	0	0
NPAS2	NPAS2	87.001	66.001	88	74	73	47.001	47	51	4	2
NPAS3	NPAS3	84	52	80.124	100	89	60.001	96	104.999	14	10
NPAS4	NPAS4	0	1	1	0	1	0	0	0	0	0
NPAT	NPAT	310	255	382	380	310	217	404	442	96	83
NPB	NPB	44	28	28	39	26	16	9	30	0	2
NPBWR1	NPBWR1	0	0	0	0	0	0	0	0	0	0
NPBWR2	NPBWR2	0	0	0	0	0	0	0	1	0	0
NPC1	NPC1	205	148	204	142	189	154	251	112.999	84	125
NPC1L1	NPC1L1	1	3	0	0	0	0	0	0	0	0
NPC2	NPC2	3748	3579	3944	3860	5318	3497	4634	4552	659	567
NPDC1	NPDC1	77	59	101	106	56	81	88	57	10	45
NPEPL1	NPEPL1	44	26	80	80	29.394	37.241	76	28	12	23
NPEPPS	NPEPPS	375.649	300.809	402.801	390.185	388.562	328.052	474.671	330.419	115.675	196.797
NPFF	NPFF	1	0	2	1	6	3	1	0	0	2
NPFFR1	NPFFR1	0	0	0	0	0	0	0	0	0	0
NPFFR2	NPFFR2	0	0	0	1	0	0	0	0	0	0
NPHP1	NPHP1	68	43	73	102.001	100	57	76.001	81	23.001	20
NPHP3	NPHP3	108.898	92.359	115.768	139.38	122.458	123.265	137.7	149.542	61	90
NPHP3-ACAD11	NPHP3-ACAD11	18.116	2.884	24.498	31.328	21.527	16.456	59.225	16.024	0	0
NPHP3-AS1	NPHP3-AS1	0	3	0	0	0	0	0	0	0	0
NPHP4	NPHP4	8	22	26	16	21	18	21	22	8	17
NPHS1	NPHS1	0	0	0	0	0	0	0	0	0	0
NPHS2	NPHS2	0	0	2	0	0	0	0	0	0	0
NPIPA1	NPIPA1	91.676	85.213	87.782	64.844	58.712	59.693	64.396	116.694	35.764	50.886
NPIPA2	NPIPA2	11.26	16.57	15.394	7.109	12.451	18.76	10.5	6.108	1.07	1.121
NPIPA3	NPIPA3	1.874	3.584	1.989	1.957	0	0	0	3.175	2.272	1.147
NPIPA5	NPIPA5	79.872	38.688	76.969	76.831	66.532	62.734	55.3	94.375	11.761	21.42
NPIPA7	NPIPA7	0	0	0	13.033	0	0	0	0	0	0
NPIPA8	NPIPA8	67.265	53.636	98.664	53.02	68.747	54.012	97.454	60.208	31.134	51.209
NPIPB11	NPIPB11	5.262	4.096	7.932	2.762	1.208	3.809	3.39	7.031	0	0
NPIPB15	NPIPB15	10.016	7.423	15.145	5	13	4	6	9.07	2	12.241
NPIPB3	NPIPB3	90.381	81.741	109.466	40.144	27.987	60.578	68.287	57.598	28.651	43.54
NPIPB4	NPIPB4	4.379	6.164	8.855	4.504	8.195	4.237	12.027	8.868	1.721	4.753
NPIPB5	NPIPB5	50.348	40.483	24.106	55.991	65.601	40.838	80.452	53.633	14.628	74.391
NPIPB6	NPIPB6	1.319	11.346	0	0	1.016	0	1.038	1.015	0	0
NPIPB8	NPIPB8	1.183	0	0	0	0	0	0	0	1	0
NPIPB9	NPIPB9	3.201	3.81	2.129	2.746	0	3	0	1.73	0	0
NPL	NPL	38	36.306	54	81.999	61.999	37	95	74.001	14	1
NPLOC4	NPLOC4	156	156	195	232	173	156	207	134	29	64
NPM1	NPM1	12797.858	10261.902	12510.895	12613.89	18611.824	11731.856	18455.927	9667.925	4010.978	3527.925
NPM2	NPM2	0	0	0	0	1	0	0	0	0	0
NPM3	NPM3	32	9	16	21	32	13	35	21	7	6
NPNT	NPNT	4	5	6	12	3	1	7	18	0	0
NPPA	NPPA	0	0	0	0	1	0	0	0	0	1
NPPA-AS1	NPPA-AS1	3.117	6.586	0	3.557	3.944	3.336	5.143	5.641	0	0
NPPB	NPPB	0	0	0	0	0	1	0	0	0	0
NPPC	NPPC	0	0	3	0	0	2	2	0	0	0
NPR1	NPR1	0	0	1	0	2	0	1	0	0	1
NPR2	NPR2	74	62	104	80	91	70	113	98	28	57
NPR3	NPR3	44	27	74	52	38	48	78	30	51	136
NPRL2	NPRL2	175	118	259.001	306.999	241.999	204	290.999	184	34	15
NPRL3	NPRL3	20	15	30	11	9	27	28	10	5	14
NPS	NPS	0	0	0	0	0	0	0	0	0	0
NPSR1	NPSR1	0	1	0	0	0	0	0	2	0	0
NPSR1-AS1	NPSR1-AS1	4	3	0	0	2	0	0	1	0	6
NPTN	NPTN	891	743	972	689	737	773	878.001	491	261	368
NPTN-IT1	NPTN-IT1	20	12	15	9	18	8	0	8	1	5
NPTX1	NPTX1	7	4	3	3	1	1	0	0	0	2
NPTX2	NPTX2	0	0	2	1	0	0	0	0	0	0
NPTXR	NPTXR	1	4	8	6	5	1	9	7	2	14
NPVF	NPVF	0	0	1	0	1	0	0	1	0	0
NPW	NPW	30	34	23	19	46	22	15	21	0	1
NPY	NPY	6	4	5	16	12	3	2	12	1	0
NPY1R	NPY1R	1	1	0	2	3	0	0	0	0	0
NPY2R	NPY2R	0	0	0	0	0	0	0	0	0	0
NPY4R	NPY4R	0	0	0	0	0	0	0	0	0	0
NPY5R	NPY5R	0	0	0	0	0	0	0	0	0	0
NPY6R	NPY6R	0	0	0	1	0	0	0	0	0	0
NQO1	NQO1	3747.999	2442	4332	5059	4006.999	3367	4290	3885	505.999	694.001
NQO2	NQO2	485	355	716	1019	764.999	607	743	596	94	161
NR0B1	NR0B1	0	0	0	0	0	0	0	0	0	0
NR0B2	NR0B2	0	0	0	0	0	0	1	1	0	0
NR1D1	NR1D1	110	170	95	59	76	62	63	75	5	7
NR1D2	NR1D2	566	712	524	360	467	348	485	434	176	154
NR1H2	NR1H2	76	69	136	112	53	113	99	42	7	13
NR1H3	NR1H3	20	7	36	27	13	11	21	19	3	1
NR1H4	NR1H4	0	4	0	0	0	0	0	1	0	0
NR1I2	NR1I2	0	0	0	0	1	0	0	1	0	0
NR1I3	NR1I3	0	1	0	1	0	4	0	0	0	0
NR2C1	NR2C1	185	180	204	240	168	189	240.999	231	32.001	69
NR2C2	NR2C2	145	159	191	179	194	180	203	152	89	156
NR2C2AP	NR2C2AP	185	183	244	243	204	161	228	153	38	33
NR2E1	NR2E1	4	1	0	4	2	1	1	2	5	15
NR2E3	NR2E3	3	4	3	0	3	3	1	2	0	2
NR2F1	NR2F1	53	30	85	92	50	50	64	66	3	4
NR2F1-AS1	NR2F1-AS1	282	256.999	321	348	436.999	273	348.999	299	44	45
NR2F2	NR2F2	2	2	0	0	3	0	3	0	1	36
NR2F2-AS1	NR2F2-AS1	0	0	0	1	0	0	0	0	0	0
NR2F6	NR2F6	123	107	141	104	104	104	117	49	23	50
NR3C1	NR3C1	904.001	708.001	820.001	667	790.001	656	1035.001	501	299	398
NR3C2	NR3C2	9	4	6	4	11	7	13	11	2	0
NR4A1	NR4A1	6	5	4	2	5	3	1	6	0	73
NR4A2	NR4A2	1	16	3	1	0	3	17	7	2	6
NR4A3	NR4A3	2	3	0	1	0	1	2	8	1	3
NR5A1	NR5A1	0	0	0	0	0	0	0	0	0	0
NR5A2	NR5A2	14	3	8	4	10	14	8	2	2	3
NR6A1	NR6A1	50	37	26	27	26	31	42	13	1	9
NRADDP	NRADDP	0	0	0	0	0	0	0	0	0	0
NRAP	NRAP	0	0	0	0	0	0	0	0	0	0
NRARP	NRARP	2	8	2	4	3	4	6	2	1	0
NRAS	NRAS	1060	919	1013	919	1219	969	1324	736	331	482
NRBF2	NRBF2	682	656	780	760	697.999	703	799	679	107	77
NRBP1	NRBP1	487	479	673	667	426	571	852	351	32	71
NRBP2	NRBP2	80	63	61	71	77	57	51	43	30	81
NRCAM	NRCAM	37	16	25	19	29	11	48	45	68	18
NRD1	NRD1	1206	905	1220	1230	1164	947.001	1414	956	393	382
NRDE2	NRDE2	43	40	61	63	59	54	62	62	15	24
NREP	NREP	157	142	167.999	233.001	165.001	153	221	139	263	253.999
NREP-AS1	NREP-AS1	0	0	0	0	0	0	0	0	0	0
NRF1	NRF1	27	19	55	39	15	28	36	35	9	25
NRG1	NRG1	36	51	37.999	13	36.001	30	46	6	14	13
NRG1-IT1	NRG1-IT1	0	0	0	0	0	0	0	0	0	0
NRG1-IT3	NRG1-IT3	0	0	0	0	0	0	0	0	0	0
NRG2	NRG2	1	1	0	2	2	3	2	0	0	0
NRG3	NRG3	1	0	2	0	1	0	0	0	0	0
NRG4	NRG4	5	8	2	7	4	2	5	1	4	1
NRGN	NRGN	4	2	6	7	1	4	3	7	0	1
NRIP1	NRIP1	615	419.001	465	444	566	406	1088	410	139	103
NRIP2	NRIP2	0	0	0	0	0	0	0	0	0	0
NRIP3	NRIP3	2	0	1	0	2	0	1	0	0	0
NRK	NRK	0	0	1	1	0	0	0	0	0	0
NRL	NRL	4	1	0	3	2	0	1	3	0	0
NRM	NRM	259	250	348	369.999	224	233	268	190	29	65
NRN1	NRN1	360	324.001	409	415	359	289	301	157.001	85	130
NRN1L	NRN1L	0	0	0	0	0	0	2	0	0	0
NRON	NRON	0	3	0	0	0	0	0	0	0	0
NRP1	NRP1	1070.999	852.001	1103	1022	1027	828	1124	772	379	353.999
NRP2	NRP2	271.999	232	284	252	190.999	172	409	167	45	72
NRROS	NRROS	3	0	1	3	0	2	1	2	0	0
NRSN1	NRSN1	0	1	0	0	0	0	0	1	0	0
NRSN2	NRSN2	188.001	126	226	283	193	197	210	138	12	44
NRTN	NRTN	0	0	0	0	0	0	0	0	0	0
NRXN1	NRXN1	4	1	0	0	2	0	2	0	0	0
NRXN2	NRXN2	1	0	0	0	1	0	0	0	0	0
NRXN3	NRXN3	9	1	13	23	9	6	20	6	10	7
NS3BP	NS3BP	0	1	0	0	1	0	0	0	0	0
NSA2	NSA2	1244	1052	1124.999	1101	1638.001	876	1451	893	344	474
NSD1	NSD1	86	87.001	119.999	116	104	116.001	125	125	22	23
NSDHL	NSDHL	1184.999	888.001	1315.999	1370	1530	1381	1933	802	29	43
NSF	NSF	975	632	1166	1415	950	829	1355.355	782.72	209	170
NSFL1C	NSFL1C	879.034	858.001	1253.999	1236.001	968	1155	1291.999	659	79	150
NSFP1	NSFP1	0	0	0	0	0	0	40.645	17.28	0	0
NSG1	NSG1	0	0	1	0	0	0	0	2	0	1
NSL1	NSL1	966	751	1192	1402	1134	850	1048	899	186	187
NSMAF	NSMAF	235	202	194	226	219	172	291	232	116	123
NSMCE1	NSMCE1	807	708	1057	1327	1323	942	1251	874	160	126
NSMCE2	NSMCE2	371	394	425	427.999	429	350	366	350	85	87
NSMCE4A	NSMCE4A	519	423.001	642	678	522	423.001	536	392.999	98	145.999
NSMF	NSMF	21	14	28	41	29	15	40	22	4	9
NSRP1	NSRP1	1998	1625	1655	1646	2113	1251	2081	1715	406	246
NSUN2	NSUN2	252	181	267	233	192	209	280	148	70	132
NSUN3	NSUN3	185	151	170	200	235	145	213	241	51	24
NSUN4	NSUN4	219.001	181	164.999	211	195	146	233	132	24	56
NSUN5	NSUN5	146.107	136.581	223.508	157.54	118.309	170.614	189.845	95.937	33	57.478
NSUN5P1	NSUN5P1	60.674	61.462	47.422	50.074	43.469	54.981	53.002	32.488	6.006	33.639
NSUN5P2	NSUN5P2	33.219	36.956	41.07	23.385	35.223	32.406	37.154	21.575	7.994	18.883
NSUN6	NSUN6	140	100.001	111.999	150	118	99	128.999	128	40	35
NSUN7	NSUN7	0	1	1	4	4	2	0	1	0	0
NT5C	NT5C	236	200.001	233	344	246.001	216.999	306.001	178	24	49
NT5C1A	NT5C1A	0	0	0	0	0	0	0	0	0	0
NT5C1B	NT5C1B	0	0	0	0	0	0	0	0	0	0
NT5C1B-RDH14	NT5C1B-RDH14	0	0	4.913	0	3.58	0	0	0	1.55	0
NT5C2	NT5C2	375.999	222	331	337.001	243	216	346	198	69	73
NT5C3A	NT5C3A	4007	3257	2741	2107	2768	2575	3141	2131	352	236
NT5C3B	NT5C3B	394	451	556.999	662	575.999	481	632	364	50	97
NT5DC1	NT5DC1	228	137	274	311	226	180	317	216	67	106
NT5DC2	NT5DC2	166	127	283.999	390.001	320	201	263	128	36	147.001
NT5DC3	NT5DC3	93	97	160	141	102	124	189	114	12	12
NT5E	NT5E	5108	2980	3457	1897	2961	2708	3235	1778	414	221
NT5M	NT5M	14	8	24	32	13	13	12	20	1	9
NTAN1	NTAN1	1415	1242	1553.999	1592	1646.001	1377	1500	1005.001	231	326.999
NTF3	NTF3	266	234	297	240	293	276	324	110	9	16
NTF4	NTF4	0	0	0	0	0	1	0	0	0	0
NTHL1	NTHL1	98	98	197	216	184	180	206	97	15	23
NTM	NTM	124	64	141	137	112	112	175.996	82.001	6	8
NTM-IT	NTM-IT	0	0	1	0	0	0	0	0	0	0
NTMT1	NTMT1	520.001	580.999	680	586	805	644	714	423	58.999	132.001
NTN1	NTN1	1	3	0	1	1	1	0	0	0	0
NTN3	NTN3	0	0	0	0	0	0	0	0	0	0
NTN4	NTN4	95	57	71	66	77	30	61	53	33	21
NTN5	NTN5	0	0	0	1	0	0	0	0	0	0
NTNG1	NTNG1	143	111	144	140	191	113	186	84	25	4
NTNG2	NTNG2	5	4	3	1	0	2	1	0	0	0
NTPCR	NTPCR	505	378	693	817	692	575	732	524	83	125
NTRK1	NTRK1	0	0	0	1	1	0	0	0	0	0
NTRK2	NTRK2	119	39	198.001	343	95	59	185	300	8	13
NTRK3	NTRK3	0	0	1	6	4	1	2	0	0	1
NTRK3-AS1	NTRK3-AS1	0	1	0	0	0	0	0	0	0	0
NTS	NTS	61	257	128	70	148	51	13	199	18	14
